name,time,sp,value
Base,0,B.antarcticus,0.0397745256216322
Base,1,B.antarcticus,0.0397753247174022
Base,2,B.antarcticus,0.0397761401311235
Base,3,B.antarcticus,0.0397769119023233
Base,4,B.antarcticus,0.0397775904715678
Base,5,B.antarcticus,0.0397781565511719
Base,6,B.antarcticus,0.0397786138589503
Base,7,B.antarcticus,0.0397789757486091
Base,8,B.antarcticus,0.0397792576174366
Base,9,B.antarcticus,0.0397794739580039
Base,10,B.antarcticus,0.0397796374565946
Base,11,B.antarcticus,0.0397797588682582
Base,12,B.antarcticus,0.0397798471559581
Base,13,B.antarcticus,0.0397799096972288
Base,14,B.antarcticus,0.039779952494804
Base,15,B.antarcticus,0.0397799803754412
Base,16,B.antarcticus,0.0397799971733509
Base,17,B.antarcticus,0.0397800058964772
Base,18,B.antarcticus,0.0397800088742892
Base,19,B.antarcticus,0.039780007886485
Base,20,B.antarcticus,0.0397800042729418
Base,21,B.antarcticus,0.039779999026036
Base,22,B.antarcticus,0.0397799928669773
Base,23,B.antarcticus,0.039779986308059
Base,24,B.antarcticus,0.0397799797027776
Base,25,B.antarcticus,0.0397799732856952
Base,26,B.antarcticus,0.0397799672037652
Base,27,B.antarcticus,0.0397799615406487
Base,28,B.antarcticus,0.0397799563353508
Base,29,B.antarcticus,0.0397799515963064
Base,30,B.antarcticus,0.0397799473118658
Base,31,B.antarcticus,0.0397799434579633
Base,32,B.antarcticus,0.0397799400036113
Base,33,B.antarcticus,0.039779936914736
Base,34,B.antarcticus,0.0397799341567671
Base,35,B.antarcticus,0.0397799316963062
Base,36,B.antarcticus,0.0397799295021274
Base,37,B.antarcticus,0.0397799275457041
Base,38,B.antarcticus,0.0397799258014088
Base,39,B.antarcticus,0.0397799242464975
Base,40,B.antarcticus,0.039779922860958
Base,41,B.antarcticus,0.039779921627281
Base,42,B.antarcticus,0.0397799205301946
Base,43,B.antarcticus,0.0397799195563897
Base,44,B.antarcticus,0.039779918694254
Base,45,B.antarcticus,0.0397799179336255
Base,46,B.antarcticus,0.0397799172655723
Base,47,B.antarcticus,0.0397799166821983
Base,48,B.antarcticus,0.0397799161764781
Base,49,B.antarcticus,0.0397799157421165
Base,50,B.antarcticus,0.0397799153734326
Base,51,B.antarcticus,0.039779915065264
Base,52,B.antarcticus,0.0397799148128893
Base,53,B.antarcticus,0.0397799146119656
Base,54,B.antarcticus,0.0397799144584783
Base,55,B.antarcticus,0.0397799143487013
Base,56,B.antarcticus,0.0397799142791654
Base,57,B.antarcticus,0.0397799142466328
Base,58,B.antarcticus,0.0397799142480773
Base,59,B.antarcticus,0.0397799142806673
Base,60,B.antarcticus,0.0397799143417528
Base,61,B.antarcticus,0.0397799144288536
Base,62,B.antarcticus,0.0397799145396499
Base,63,B.antarcticus,0.0397799146719731
Base,64,B.antarcticus,0.0397799148237984
Base,65,B.antarcticus,0.0397799149932372
Base,66,B.antarcticus,0.0397799151785302
Base,67,B.antarcticus,0.039779915378041
Base,68,B.antarcticus,0.0397799155902493
Base,69,B.antarcticus,0.0397799158137451
Base,70,B.antarcticus,0.0397799160472223
Base,71,B.antarcticus,0.039779916289473
Base,72,B.antarcticus,0.0397799165393817
Base,73,B.antarcticus,0.0397799167959198
Base,74,B.antarcticus,0.03977991705814
Base,75,B.antarcticus,0.0397799173251714
Base,76,B.antarcticus,0.0397799175962141
Base,77,B.antarcticus,0.039779917870535
Base,78,B.antarcticus,0.0397799181474628
Base,79,B.antarcticus,0.0397799184263839
Base,80,B.antarcticus,0.0397799187067379
Base,81,B.antarcticus,0.0397799189880145
Base,82,B.antarcticus,0.0397799192697489
Base,83,B.antarcticus,0.0397799195515194
Base,84,B.antarcticus,0.039779919832943
Base,85,B.antarcticus,0.0397799201136737
Base,86,B.antarcticus,0.0397799203933984
Base,87,B.antarcticus,0.0397799206718354
Base,88,B.antarcticus,0.039779920948731
Base,89,B.antarcticus,0.0397799212238581
Base,90,B.antarcticus,0.0397799214970135
Base,91,B.antarcticus,0.0397799217680161
Base,92,B.antarcticus,0.0397799220367051
Base,93,B.antarcticus,0.0397799223029384
Base,94,B.antarcticus,0.0397799225665911
Base,95,B.antarcticus,0.0397799228275538
Base,96,B.antarcticus,0.0397799230857315
Base,97,B.antarcticus,0.0397799233410423
Base,98,B.antarcticus,0.0397799235934164
Base,99,B.antarcticus,0.0397799238427948
Base,100,B.antarcticus,0.0397799240891286
