name,n_pp
KD,1.11487180365783e+24
KD,7.56480598244871e+23
KD,5.1329928126566e+23
KD,3.48292015365818e+23
KD,2.36328653467956e+23
KD,1.60357487355303e+23
KD,1.08808319996596e+23
KD,7.38303567593923e+22
KD,5.00965512507652e+22
KD,3.39923109866495e+22
KD,2.30650050225849e+22
KD,1.56504350910656e+22
KD,1.06193828399265e+22
KD,7.20563302200481e+21
KD,4.88928104678494e+21
KD,3.31755295911525e+21
KD,2.25107894825799e+21
KD,1.52743799232121e+21
KD,1.03642158894147e+21
KD,7.03249307287149e+20
KD,4.77179936694454e+20
KD,3.23783741589594e+20
KD,2.19698908642264e+20
KD,1.49073607654404e+20
KD,1.01151801965866e+20
KD,68635134024943200000
KD,46571405858014500000
KD,31600373109254900000
KD,21441989182988600000
KD,14549160496739300000
KD,9872128437030260000
KD,6698594045963180000
KD,4545236873570330000
KD,3084106619255800000
KD,2092677214304390000
KD,1419956721316310000
KD,963491682629737000
KD,653763744035739000
KD,443602203029831000
KD,301000042183522000
KD,204239349524412000
KD,138583741023768000
KD,94034050347448600
KD,63805483669307700
KD,43294314466051400
KD,29376748788393100
KD,19933180141848600
KD,13525379320395800
KD,9177456103638700
KD,6227233893940710
KD,4225402064662320
KD,2867087202983030
KD,1945421738153380
KD,1320038586563300
KD,895693635808778
KD,607760331612695
KD,412387233583408
KD,279819562962594
KD,189867632682926
KD,128832014252973
KD,87417152948853.9
KD,59315680716566.7
KD,40247821582497.1
KD,27309593691222.5
KD,18530540956124.7
KD,12573638084850.3
KD,8531665350713.87
KD,5789041554797.11
KD,3928072723645.03
KD,2665338480304.63
KD,1808527910171.24
KD,1227151144218.48
KD,832666115303.161
KD,564993847876.082
KD,383368597275.983
KD,260129340303.172
KD,176507078377.923
KD,119766371287.076
KD,81265765069.3873
KD,55141722608.3209
KD,37415623226.8164
KD,25387829809.2944
KD,17226541561.006
KD,11688815824.8955
KD,7931271355.47688
KD,5381643685.34601
KD,3651630824.17487
KD,2477755932.66715
KD,1681240521.21735
KD,1140776972.98566
KD,774053722.293465
KD,525219424.283453
KD,356376943.63039
KD,241811720.320255
KD,164075508.542294
KD,111329052.911017
KD,75538998.8992073
KD,51254431.8686573
KD,34776714.92033
KD,23596194.1133597
KD,16009982.7711715
KD,10862614.4441691
KD,7370066.66181192
KD,5000354.75367695
KD,3392510.48940991
KD,2301606.19349618
KD,1561451.64785952
KD,1059282.61439077
KD,718586.101655476
KD,487446.704724369
KD,330639.190967346
KD,224263.049717321
KD,152101.854617018
KD,103152.974077061
KD,69951.4046830201
KD,47432.4452133361
KD,32159.9928331998
KD,21802.9263413043
KD,14779.8245553182
KD,10017.9051744627
KD,6789.46531492662
KD,4600.90869812505
KD,3117.45375852858
KD,2112.05157351576
KD,1430.73013006123
KD,969.083633842112
KD,656.323399712515
KD,444.458905253626
KD,300.959289306312
KD,203.775983936812
KD,137.967061233325
KD,93.4080686446762
KD,63.2398115474967
KD,42.8159568271872
KD,28.9896013389776
KD,19.6296941063922
KD,13.2933060774173
KD,9.00355605900017
KD,6.09915526815682
KD,4.13249122499257
KD,2.80060358985767
KD,1.89844472088731
KD,1.28723561864349
KD,0.873045336206448
KD,0.592292971994385
KD,0.401936232784608
KD,0.272832194710592
KD,0.185244970137286
KD,0.125806086475342
KD,0.0854577185096731
KD,0.0580608885133331
KD,0.0394535182655808
KD,0.0268128925657574
KD,0.0182239816328009
KD,0.0123871275199633
KD,0.00842011472470345
KD,0.00572342120668938
KD,0.00389019330378894
KD,0.0026440398673958
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
KD,0
LI,1.5493844834537e+24
LI,1.04932608422433e+24
LI,7.10659776699936e+23
LI,4.81296830234175e+23
LI,3.25959969015206e+23
LI,2.2075753407455e+23
LI,1.49508815447219e+23
LI,1.01255370468499e+23
LI,6.85755553479886e+22
LI,4.64430357572792e+22
LI,3.14537091155348e+22
LI,2.13021349916736e+22
LI,1.44269457550037e+22
LI,9.77069969273848e+21
LI,6.61724069022499e+21
LI,4.4815495030425e+21
LI,3.03514514409141e+21
LI,2.05556271094353e+21
LI,1.39213706693633e+21
LI,9.42829718996279e+20
LI,6.38534739240051e+20
LI,4.32449895247701e+20
LI,2.92878210702081e+20
LI,1.98352797044663e+20
LI,1.34335128588526e+20
LI,9.0978937740073e+19
LI,61615805182762800000
LI,41729520509096700000
LI,2.8261464355679e+19
LI,1.9140176014081e+19
LI,12962751442721300000
LI,8779068951202660000
LI,5945655287037500000
LI,4026715929532940000
LI,2727107508654840000
LI,1846943140243740000
LI,1250848729823480000
LI,847141696356830000
LI,573729689766231000
LI,388560447838539000
LI,263153928265245000
LI,178221922345878000
LI,120701422980840000
LI,81745462723121500
LI,55362401790879600
LI,37494381093935700
LI,25393201308685000
LI,17197634789115300
LI,11647158573691200
LI,7888079058643120
LI,5342229251892950
LI,3618043527022640
LI,2450332688016280
LI,1659496420293150
LI,1123899779888310
LI,761165073711831
LI,515501719735103
LI,349125350293148
LI,236446369652550
LI,160134134209382
LI,108451404702187
LI,73449094609457.5
LI,49743657160199.3
LI,33689066391928.2
LI,22816038413465.8
LI,15452242035210.5
LI,10465085084330
LI,7087515533158.18
LI,4800044701457.79
LI,3250847055709.52
LI,2201647517496.96
LI,1491073453015.51
LI,1009834679224.51
LI,683914035821.691
LI,463183141061.798
LI,313692372391.844
LI,212449228751.124
LI,143881958095.309
LI,97444536713.9812
LI,65994633059.9329
LI,44695078054.6151
LI,30269881993.6988
LI,20500369383.1364
LI,13883934487.2163
LI,9402932325.11664
LI,6368159286.86449
LI,4312849831.06496
LI,2920885376.45542
LI,1978173521.89542
LI,1339719452.66079
LI,907324935.010694
LI,614484882.216475
LI,416158501.116834
LI,281841765.42715
LI,190875724.159869
LI,129269037.198688
LI,87546026.5044459
LI,59289261.3597429
LI,40152519.208369
LI,27192309.9987501
LI,18415148.7625483
LI,12470944.4293136
LI,8445346.36397606
LI,5719110.3610221
LI,3872853.79469572
LI,2622550.73007482
LI,1775845.77774002
LI,1202467.51401092
LI,814190.880716535
LI,551266.66480326
LI,373230.830066916
LI,252680.120477372
LI,171056.580331366
LI,115792.621061593
LI,78377.5227191423
LI,53047.9799099456
LI,35901.2833956158
LI,24294.732342735
LI,16438.8963236565
LI,11122.1616586051
LI,7524.18939606984
LI,5089.58788243769
LI,3442.36475664758
LI,2327.99589695047
LI,1574.19706676023
LI,1064.36114169248
LI,719.572356235428
LI,486.428676059356
LI,328.797148183097
LI,222.232367698805
LI,150.19812406328
LI,101.509903589264
LI,68.6039303237586
LI,46.3657459661598
LI,31.3375480320265
LI,21.1818896876212
LI,14.3188792138548
LI,9.68078637200813
LI,6.54608690038712
LI,4.42724790273115
LI,2.99486394306923
LI,2.02637686428443
LI,1.37141850576206
LI,0.928391386991886
LI,0.628645476876094
LI,0.425788467880983
LI,0.288464706482986
LI,0.195477589933859
LI,0.132494945337353
LI,0.0898235605160565
LI,0.0609058268942812
LI,0.04130405791337
LI,0.0280142413709408
LI,0.0190021990438174
LI,0.0128900477917773
LI,0.0087442680038104
LI,0.00593174989222372
LI,0.00402365506018149
LI,0.00272923053454888
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
LI,0
KI_LI,1.62685370762638e+24
KI_LI,1.10179238843554e+24
KI_LI,7.46192765534932e+23
KI_LI,5.05361671745883e+23
KI_LI,3.42257967465966e+23
KI_LI,2.31795410778278e+23
KI_LI,1.5698425621958e+23
KI_LI,1.06318138991924e+23
KI_LI,7.20043331153881e+22
KI_LI,4.87651875451431e+22
KI_LI,3.30263945713116e+22
KI_LI,2.23672417412573e+22
KI_LI,1.51482930427539e+22
KI_LI,1.02592346773754e+22
KI_LI,6.94810272473624e+21
KI_LI,4.70562697819462e+21
KI_LI,3.18690240129598e+21
KI_LI,2.1583408464907e+21
KI_LI,1.46174392028315e+21
KI_LI,9.89971204946092e+20
KI_LI,6.70461476202053e+20
KI_LI,4.54072390010086e+20
KI_LI,3.07522121237185e+20
KI_LI,2.08270436896897e+20
KI_LI,1.41051885017952e+20
KI_LI,95527884627076700000
KI_LI,6.4696595441901e+19
KI_LI,43815996534551500000
KI_LI,2.9674537573463e+19
KI_LI,20097184814785100000
KI_LI,13610889014857400000
KI_LI,9218022398762820000
KI_LI,6242938051389410000
KI_LI,4228051726009630000
KI_LI,2863462884087630000
KI_LI,1939290297255980000
KI_LI,1313391166314710000
KI_LI,889498781174735000
KI_LI,602416174254610000
KI_LI,407988470230537000
KI_LI,276311624678580000
KI_LI,187133018463248000
KI_LI,126736494129960000
KI_LI,85832735859357300
KI_LI,58130521880504300
KI_LI,39369100148713600
KI_LI,26662861374200400
KI_LI,18057516528651600
KI_LI,12229516502455000
KI_LI,8282483011652870
KI_LI,5609340714563050
KI_LI,3798945703446680
KI_LI,2572849322487100
KI_LI,1742471241374630
KI_LI,1180094768946110
KI_LI,799223327457208
KI_LI,541276805777931
KI_LI,366581617860110
KI_LI,248268688183710
KI_LI,168140840964654
KI_LI,113873974978453
KI_LI,77121549377559.7
KI_LI,52230840052458.4
KI_LI,35373519742562.9
KI_LI,23956840362152.2
KI_LI,16224854162155.6
KI_LI,10988339361104.8
KI_LI,7441891329952.1
KI_LI,5040046954446.07
KI_LI,3413389424386.24
KI_LI,2311729907427.66
KI_LI,1565627138066.05
KI_LI,1060326424097.89
KI_LI,718109747194.22
KI_LI,486342306510.461
KI_LI,329376998353.872
KI_LI,223071696598.793
KI_LI,151076061587.154
KI_LI,102316768412.054
KI_LI,69294368938.6279
KI_LI,46929835624.8346
KI_LI,31783379272.3334
KI_LI,21525390604.3539
KI_LI,14578133591.14
KI_LI,9873080996.30255
KI_LI,6686569023.53593
KI_LI,4528493849.18625
KI_LI,3066930958.33186
KI_LI,2077083325.71967
KI_LI,1406706392.32108
KI_LI,952692009.576376
KI_LI,645209833.676581
KI_LI,436967029.401382
KI_LI,295934367.052666
KI_LI,200419946.258592
KI_LI,135732858.293105
KI_LI,91923639.8125483
KI_LI,62253987.3365523
KI_LI,42160366.1068159
KI_LI,28552110.628125
KI_LI,19336060.8589843
KI_LI,13094620.4524713
KI_LI,8867720.60812105
KI_LI,6005154.35507811
KI_LI,4066569.45055067
KI_LI,2753738.23841771
KI_LI,1864687.18963292
KI_LI,1262630.98732332
KI_LI,854933.041102661
KI_LI,578856.435797606
KI_LI,391913.725424668
KI_LI,265331.312727554
KI_LI,179623.191792954
KI_LI,121593.264982841
KI_LI,82305.1665826883
KI_LI,55707.3334128013
KI_LI,37701.8431551172
KI_LI,25513.7951131149
KI_LI,17264.2334465588
KI_LI,11680.9191853343
KI_LI,7902.45966881851
KI_LI,5345.6634920961
KI_LI,3615.71401994566
KI_LI,2445.34085503048
KI_LI,1653.62927783182
KI_LI,1118.12866828348
KI_LI,755.96690408224
KI_LI,511.063382677157
KI_LI,345.471748710539
KI_LI,233.518960826513
KI_LI,157.837753638436
KI_LI,106.681046271164
KI_LI,72.1042559658242
KI_LI,48.7351607592557
KI_LI,32.941485746553
KI_LI,22.2676917611768
KI_LI,15.0539573299505
KI_LI,10.1784531875398
KI_LI,6.88303937784405
KI_LI,4.65540051691397
KI_LI,3.14935759658592
KI_LI,2.13099940398128
KI_LI,1.4422733731509
KI_LI,0.976380603153055
KI_LI,0.661150177741373
KI_LI,0.447806350849436
KI_LI,0.30337991945368
KI_LI,0.205581859108737
KI_LI,0.139340339125721
KI_LI,0.0944612986804553
KI_LI,0.0640479579576642
KI_LI,0.043432924508785
KI_LI,0.0294566035597032
KI_LI,0.0199794310117262
KI_LI,0.0135521332494371
KI_LI,0.00919282856563621
KI_LI,0.00623563173369312
KI_LI,0.00422950819752591
KI_LI,0.00286866669153147
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KI_LI,0
KD_LI,1.47070480265331e+24
KD_LI,9.96039994009809e+23
KD_LI,6.74571584914392e+23
KD_LI,4.56855975573845e+23
KD_LI,3.09407314338652e+23
KD_LI,2.09547190547327e+23
KD_LI,1.4191657091279e+23
KD_LI,9.61134961868957e+22
KD_LI,6.50932029279736e+22
KD_LI,4.40846003477298e+22
KD_LI,2.98564504495116e+22
KD_LI,2.02203859491277e+22
KD_LI,1.36943274158824e+22
KD_LI,9.27453134896661e+21
KD_LI,6.2812089364245e+21
KD_LI,4.25397081734112e+21
KD_LI,2.88101667974302e+21
KD_LI,1.95117866702843e+21
KD_LI,1.32144260650597e+21
KD_LI,8.94951647328499e+20
KD_LI,6.06109147013017e+20
KD_LI,4.10489549004654e+20
KD_LI,2.78005489064866e+20
KD_LI,1.88280194069739e+20
KD_LI,1.2751342283989e+20
KD_LI,86358913557959900000
KD_LI,58486877575825600000
KD_LI,39610443295744100000
KD_LI,26826311868867200000
KD_LI,18168213950865900000
KD_LI,12304486721020600000
KD_LI,8333256856024350000
KD_LI,5643727479492580000
KD_LI,3822234261236290000
KD_LI,2588621580480910000
KD_LI,1753153058903180000
KD_LI,1187329067762070000
KD_LI,804122782088644000
KD_LI,544594978957721000
KD_LI,368828862596666000
KD_LI,249790642845450000
KD_LI,169171590351673000
KD_LI,114572053845014000
KD_LI,77594325944130900
KD_LI,52551029824853400
KD_LI,35590369553925600
KD_LI,24103702804644900
KD_LI,16324317397397800
KD_LI,11055701302289300
KD_LI,7487512543866580
KD_LI,5070944172617660
KD_LI,3434314754091060
KD_LI,2325901731131000
KD_LI,1575225117631500
KD_LI,1066826744125760
KD_LI,722512159751028
KD_LI,489323897972268
KD_LI,331396328544932
KD_LI,224439327393887
KD_LI,152002322660669
KD_LI,102944106765026
KD_LI,69719257735333.2
KD_LI,47217612035032.2
KD_LI,31978293457523.4
KD_LI,21657411434210
KD_LI,14667557843701.6
KD_LI,9933654959436.16
KD_LI,6727602614526.19
KD_LI,4556292413279.97
KD_LI,3085764962557.7
KD_LI,2089845090276.76
KD_LI,1415354866702.84
KD_LI,958554000914.061
KD_LI,649184016541.877
KD_LI,439662113739.082
KD_LI,297762674235.626
KD_LI,201660784927.776
KD_LI,136575446816.779
KD_LI,92496176470.2697
KD_LI,62643338875.7467
KD_LI,42425402456.994
KD_LI,28732736371.1194
KD_LI,19459332247.4581
KD_LI,13178888555.4633
KD_LI,8925437605.36643
KD_LI,6044774414.1463
KD_LI,4093836383.4975
KD_LI,2772557833.66246
KD_LI,1877718247.46062
KD_LI,1271685831.78681
KD_LI,861248985.164789
KD_LI,583279835.084872
KD_LI,395024818.572658
KD_LI,267528944.009375
KD_LI,181182349.557763
KD_LI,122704194.390169
KD_LI,83099988.5786483
KD_LI,56278187.7131772
KD_LI,38113276.8501737
KD_LI,25811240.9084887
KD_LI,17479827.3321421
KD_LI,11837505.0209681
KD_LI,8016355.78453743
KD_LI,5428581.91861865
KD_LI,3676098.01756405
KD_LI,2489301.73223126
KD_LI,1685606.06827322
KD_LI,1141355.25529886
KD_LI,772804.685552605
KD_LI,523239.525338971
KD_LI,354250.763644663
KD_LI,239826.901007399
KD_LI,162352.539561699
KD_LI,109898.429253108
KD_LI,74386.1569320143
KD_LI,50345.1899868733
KD_LI,34071.0935364673
KD_LI,23055.4429917662
KD_LI,15599.7423130519
KD_LI,10553.9597024133
KD_LI,7139.45976683
KD_LI,4829.09237580666
KD_LI,3265.98999244031
KD_LI,2208.57941481537
KD_LI,1493.34635625249
KD_LI,1009.62232503435
KD_LI,682.512871668712
KD_LI,461.338925805936
KD_LI,311.811306084944
KD_LI,210.733035612962
KD_LI,142.413203482826
KD_LI,96.239628417892
KD_LI,65.0360384912386
KD_LI,43.9503332921136
KD_LI,29.7023344736419
KD_LI,20.0748492849161
KD_LI,13.569397911404
KD_LI,9.17336472145208
KD_LI,6.20253646503901
KD_LI,4.19463830662803
KD_LI,2.83736327933536
KD_LI,1.91972795244066
KD_LI,1.2991995988125
KD_LI,0.87948490343218
KD_LI,0.595524510929044
KD_LI,0.403356884672905
KD_LI,0.273271972565631
KD_LI,0.185187265305327
KD_LI,0.125524879565229
KD_LI,0.0851023171062428
KD_LI,0.0577077839441969
KD_LI,0.0391377668795084
KD_LI,0.0265468371959173
KD_LI,0.0180082173169103
KD_LI,0.0122167653904457
KD_LI,0.00828822982612472
KD_LI,0.00562287831066817
KD_LI,0.0038144764816936
KD_LI,0.0025875829367802
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
KD_LI,0
LD,8.90344427145136e+23
LD,6.0527467427145e+23
LD,4.11478322483717e+23
LD,2.79731528628409e+23
LD,1.9016731582958e+23
LD,1.29279699671846e+23
LD,8.78870308198504e+22
LD,5.97474329375437e+22
LD,4.06175485657665e+22
LD,2.76126549774445e+22
LD,1.87716576166293e+22
LD,1.27613635836105e+22
LD,8.67544059448611e+21
LD,5.89774509717116e+21
LD,4.00940987980641e+21
LD,2.72568029296483e+21
LD,1.85297419874058e+21
LD,1.25969043033419e+21
LD,8.56363775250646e+20
LD,5.82173919799477e+20
LD,3.95773948746826e+20
LD,2.69055368472375e+20
LD,1.82909439929087e+20
LD,1.24345644560545e+20
LD,84532757451840100000
LD,5.7467128082096e+19
LD,39067349860028800000
LD,26558797629586200000
LD,18055223455302800000
LD,12274316728019500000
LD,8344336004076830000
LD,5672653304602080000
LD,3856387793886800000
LD,2621652693770900000
LD,1782254071452820000
LD,1211613415749950000
LD,823680020003189000
LD,559954822662921000
LD,380668944018001000
LD,258786671843575000
LD,175928566215396000
LD,119599901301228000
LD,81306502400087300
LD,55273852742294300
LD,37576315630091300
LD,25545161523426500
LD,17366132530830900
