name,sp,w,value
KI,P.antarcticum,0.168,0.00139127542586977
KI,P.bolini,0.168,0.00349528189947808
KI,P.gracilis,0.168,9.46219764404428e-08
KI,B.antarcticus,0.203,0.00185344008310276
KI,C.gunnari,0.203,7.80915220501369e-08
KI,C.microdon,0.203,0.00286596607152073
KI,C.piriei,0.203,2.03432307028173e-07
KI,D.eleginoides,0.203,1.00302272291526e-09
KI,D.mawsoni,0.203,2.6242176664199e-10
KI,E.antarctica,0.203,0.0028928929227998
KI,E.carlsbergi,0.203,0.000776439727467005
KI,G.braueri,0.203,0.00149858939150658
KI,G.fraseri,0.203,0.00335439694372808
KI,G.nicholsi,0.203,0.00111223239713016
KI,K.anderssoni,0.203,0.0020340186604424
KI,N.achirus,0.203,0.00124998498282301
KI,N.coatsi,0.203,4.4233512391151e-07
KI,P.antarcticum,0.203,0.00121114642665885
KI,P.bolini,0.203,0.00295443816698358
KI,P.gracilis,0.203,8.3360700399713e-08
KI,B.antarcticus,0.246,0.00158666621946692
KI,C.gunnari,0.246,6.82755035622238e-08
KI,C.microdon,0.246,0.00256981694861181
KI,C.piriei,0.246,1.79036527865924e-07
KI,D.eleginoides,0.246,8.81685225271003e-10
KI,D.mawsoni,0.246,2.30855824755644e-10
KI,E.antarctica,0.246,0.0024256982223862
KI,E.carlsbergi,0.246,0.000661562398068558
KI,G.braueri,0.246,0.00128987356757498
KI,G.fraseri,0.246,0.00287969891078008
KI,G.nicholsi,0.246,0.000952402952587669
KI,K.anderssoni,0.246,0.00171868814961317
KI,N.achirus,0.246,0.0010838298119838
KI,N.coatsi,0.246,3.88755799956479e-07
KI,P.antarcticum,0.246,0.00105380694367669
KI,P.bolini,0.246,0.00249117206988162
KI,P.gracilis,0.246,7.34362510672067e-08
KI,B.antarcticus,0.297,0.00135646578996643
KI,C.gunnari,0.297,5.96712041898303e-08
KI,C.microdon,0.297,0.002307551793121
KI,C.piriei,0.297,1.5755729049619e-07
KI,D.eleginoides,0.297,7.74973137788371e-10
KI,D.mawsoni,0.297,2.0307205774773e-10
KI,E.antarctica,0.297,0.00202908231615945
KI,E.carlsbergi,0.297,0.000562705326853649
KI,G.braueri,0.297,0.00110900291558826
KI,G.fraseri,0.297,0.00246845871535331
KI,G.nicholsi,0.297,0.000814375367177687
KI,K.anderssoni,0.297,0.00144919828874503
KI,N.achirus,0.297,0.000938989342727633
KI,N.coatsi,0.297,3.41624107749321e-07
KI,P.antarcticum,0.297,0.000916479198521676
KI,P.bolini,0.297,0.00209537861792726
KI,P.gracilis,0.297,6.46908105634586e-08
KI,B.antarcticus,0.358,0.00115805880462397
KI,C.gunnari,0.358,5.21346358630742e-08
KI,C.microdon,0.358,0.00207608801321514
KI,C.piriei,0.358,1.38647565104295e-07
KI,D.eleginoides,0.358,6.8114012509157e-10
KI,D.mawsoni,0.358,1.78621971440179e-10
KI,E.antarctica,0.358,0.00169347036648583
KI,E.carlsbergi,0.358,0.000477818930928956
KI,G.braueri,0.358,0.000952455059915063
KI,G.fraseri,0.358,0.00211274921650811
KI,G.nicholsi,0.358,0.000695429226773042
KI,K.anderssoni,0.358,0.00121985624874045
KI,N.achirus,0.358,0.000812852030523933
KI,N.coatsi,0.358,3.00174736509479e-07
KI,P.antarcticum,0.358,0.00079670652224445
KI,P.bolini,0.358,0.00175810483938916
KI,P.gracilis,0.358,5.69850363011432e-08
KI,B.antarcticus,0.433,0.000987251831667676
KI,C.gunnari,0.433,4.55381038864098e-08
KI,C.microdon,0.433,0.00187218347424935
KI,C.piriei,0.433,1.22001201771738e-07
KI,D.eleginoides,0.433,5.98644857802414e-10
KI,D.mawsoni,0.433,1.57109425201799e-10
KI,E.antarctica,0.433,0.00141036300262879
KI,E.carlsbergi,0.433,0.000405083788696285
KI,G.braueri,0.433,0.0008171178649441
KI,G.fraseri,0.433,0.00180554951058195
KI,G.nicholsi,0.433,0.00059314003117633
KI,K.anderssoni,0.433,0.00102739177813305
KI,N.achirus,0.433,0.000703107672005559
KI,N.coatsi,0.433,2.63731400964901e-07
KI,P.antarcticum,0.433,0.000692317614315121
KI,P.bolini,0.433,0.00147143904830317
KI,P.gracilis,0.433,5.01959119690505e-08
KI,B.antarcticus,0.523,0.000840376575839373
KI,C.gunnari,0.523,3.97683973253576e-08
KI,C.microdon,0.523,0.00169293900705503
KI,C.piriei,0.523,1.07348184135818e-07
KI,D.eleginoides,0.523,5.2612738432989e-10
KI,D.mawsoni,0.523,1.38184588193607e-10
KI,E.antarctica,0.523,0.00117225506196518
KI,E.carlsbergi,0.523,0.00034288814945248
KI,G.braueri,0.523,0.000700246321294815
KI,G.fraseri,0.523,0.00154064873487739
KI,G.nicholsi,0.523,0.000505350672264286
KI,K.anderssoni,0.523,0.000878903138050201
KI,N.achirus,0.523,0.000607713750621501
KI,N.coatsi,0.523,2.31696631792662e-07
KI,P.antarcticum,0.523,0.000601394817112147
KI,P.bolini,0.523,0.00122841507075366
KI,P.gracilis,0.523,4.42148497045992e-08
KI,B.antarcticus,0.632,0.000714232311048257
KI,C.gunnari,0.632,3.47251983489013e-08
KI,C.microdon,0.632,0.00153584790086571
KI,C.piriei,0.632,9.44504303861034e-08
KI,D.eleginoides,0.632,4.6238822762688e-10
KI,D.mawsoni,0.632,1.21538602147289e-10
KI,E.antarctica,0.632,0.000972557067734831
KI,E.carlsbergi,0.632,0.000289808102419928
KI,G.braueri,0.632,0.000599424519828016
KI,G.fraseri,0.632,0.0013125625724503
KI,G.nicholsi,0.632,0.000430146411415155
KI,K.anderssoni,0.632,0.000825049656989244
KI,N.achirus,0.632,0.000524865863363982
KI,N.coatsi,0.632,2.03542757511988e-07
KI,P.antarcticum,0.632,0.000522245972321624
KI,P.bolini,0.632,0.00102294149031053
KI,P.gracilis,0.632,3.89460134524605e-08
KI,B.antarcticus,0.764,0.00060603157029922
KI,C.gunnari,0.764,3.03196794999003e-08
KI,C.microdon,0.764,0.00139878768260697
KI,C.piriei,0.764,8.30980772312639e-08
KI,D.eleginoides,0.764,4.0636987871104e-10
KI,D.mawsoni,0.764,1.06898863448515e-10
KI,E.antarctica,0.764,0.000805517303650914
KI,E.carlsbergi,0.764,0.000244589865187078
KI,G.braueri,0.764,0.00051253175061493
KI,G.fraseri,0.764,0.0011164614086419
KI,G.nicholsi,0.764,0.000365832683735043
KI,K.anderssoni,0.764,0.000944129015624454
KI,N.achirus,0.764,0.000452971764503974
KI,N.coatsi,0.764,1.78803930430994e-07
KI,P.antarcticum,0.764,0.000453379504882147
KI,P.bolini,0.764,0.00084983055373265
KI,P.gracilis,0.764,3.4304836978064e-08
KI,B.antarcticus,0.923,0.000513349311982619
KI,C.gunnari,0.923,2.64732615835347e-08
KI,C.microdon,0.923,0.00128001599209906
KI,C.piriei,0.923,7.31061900922254e-08
KI,D.eleginoides,0.923,3.57140398172198e-10
KI,D.mawsoni,0.923,9.40248479872029e-11
KI,E.antarctica,0.923,0.000666143810134672
KI,E.carlsbergi,0.923,0.0002061336970784
KI,G.braueri,0.923,0.000437711803669329
KI,G.fraseri,0.923,0.000948116538334612
KI,G.nicholsi,0.923,0.000310915131493186
KI,K.anderssoni,0.923,0.00100841205147337
KI,N.achirus,0.923,0.000390628558668743
KI,N.coatsi,0.923,1.57069066483713e-07
KI,P.antarcticum,0.923,0.00039348239785969
KI,P.bolini,0.923,0.000705371738444686
KI,P.gracilis,0.923,3.02167132261743e-08
KI,B.antarcticus,1.12,0.000434076315142642
KI,C.gunnari,1.12,2.3116512112118e-08
KI,C.microdon,1.12,0.0011781875078515
KI,C.piriei,1.12,6.43118514301484e-08
KI,D.eleginoides,1.12,3.1387890483481e-10
KI,D.mawsoni,1.12,8.27044262166489e-11
KI,E.antarctica,1.12,0.000550126998490075
KI,E.carlsbergi,1.12,0.000173479040000113
KI,G.braueri,1.12,0.000373344730449145
KI,G.fraseri,1.12,0.000803913560138523
KI,G.nicholsi,1.12,0.000264081388952296
KI,K.anderssoni,1.12,0.000901170191855473
KI,N.achirus,1.12,0.000336602596261897
KI,N.coatsi,1.12,1.37975591068387e-07
KI,P.antarcticum,1.12,0.000341400772389647
KI,P.bolini,1.12,0.000590967595560511
KI,P.gracilis,1.12,2.66158373727135e-08
KI,B.antarcticus,1.35,0.000366377586759962
KI,C.gunnari,1.35,2.01881623173971e-08
KI,C.microdon,1.35,0.00109241257131718
KI,C.piriei,1.35,5.65715822599242e-08
KI,D.eleginoides,1.35,2.75862700812947e-10
KI,D.mawsoni,1.35,7.27505946771153e-11
KI,E.antarctica,1.35,0.000453764353679221
KI,E.carlsbergi,1.35,0.00014579056844845
KI,G.braueri,1.35,0.00031802054422548
KI,G.fraseri,1.35,0.000681234027890909
KI,G.nicholsi,1.35,0.000224184196197324
KI,K.anderssoni,1.35,0.000757540834389488
KI,N.achirus,1.35,0.000289811602562507
KI,N.coatsi,1.35,1.21203891882476e-07
KI,P.antarcticum,1.35,0.00029612273665555
KI,P.bolini,1.35,0.000532180577203532
KI,P.gracilis,1.35,2.34441824808132e-08
KI,B.antarcticus,1.63,0.000308656194181732
KI,C.gunnari,1.63,1.76342247925268e-08
KI,C.microdon,1.63,0.00102240184273901
KI,C.piriei,1.63,4.9759057377923e-08
KI,D.eleginoides,1.63,2.42455824003623e-10
KI,D.mawsoni,1.63,6.39985661440714e-11
KI,E.antarctica,1.63,0.000373888975817258
KI,E.carlsbergi,1.63,0.000122344988055588
KI,G.braueri,1.63,0.00027051459230012
KI,G.fraseri,1.63,0.000580958152033334
KI,G.nicholsi,1.63,0.000190225478885632
KI,K.anderssoni,1.63,0.000625714320871914
KI,N.achirus,1.63,0.000249308563042301
KI,N.coatsi,1.63,1.06472391330025e-07
KI,P.antarcticum,1.63,0.000256763099012394
KI,P.bolini,1.63,0.00063294569411087
KI,P.gracilis,1.63,2.06505905523064e-08
KI,B.antarcticus,1.97,0.000259522443651181
KI,C.gunnari,1.97,1.5407201494375e-08
KI,C.microdon,1.97,0.000968799618435334
KI,C.piriei,1.97,4.37630819971589e-08
KI,D.eleginoides,1.97,2.13098898239215e-10
KI,D.mawsoni,1.97,5.63031938436185e-11
KI,E.antarctica,1.97,0.000307804655183854
KI,E.carlsbergi,1.97,0.000102518690200115
KI,G.braueri,1.97,0.000229764618752722
KI,G.fraseri,1.97,0.000521057866724531
KI,G.nicholsi,1.97,0.000161341152948657
KI,K.anderssoni,1.97,0.000511688305337265
KI,N.achirus,1.97,0.00021426699760154
KI,N.coatsi,1.97,9.35331691086068e-08
KI,P.antarcticum,1.97,0.000222549566366166
KI,P.bolini,1.97,0.0009120487140005
KI,P.gracilis,1.97,1.81899688957251e-08
KI,B.antarcticus,2.38,0.000217767829131611
KI,C.gunnari,2.38,1.34653700006339e-08
KI,C.microdon,2.38,0.000933964750864465
KI,C.piriei,2.38,3.84857991265786e-08
KI,D.eleginoides,2.38,1.87300121131387e-10
KI,D.mawsoni,2.38,4.95366866474419e-11
KI,E.antarctica,2.38,0.000253235554212133
KI,E.carlsbergi,2.38,8.57774431171301e-05
KI,G.braueri,2.38,0.000194849721508041
KI,G.fraseri,2.38,0.00057851042718275
KI,G.nicholsi,2.38,0.000136786549376889
KI,K.anderssoni,2.38,0.000413865965956769
KI,N.achirus,2.38,0.000183967406798187
KI,N.coatsi,2.38,8.21680691718845e-08
KI,P.antarcticum,2.38,0.000192810043766071
KI,P.bolini,2.38,0.000963047573288549
KI,P.gracilis,2.38,1.60225791156941e-08
KI,B.antarcticus,2.87,0.000182342946439357
KI,C.gunnari,2.87,1.17721463433968e-08
KI,C.microdon,2.87,0.000923966326039706
KI,C.piriei,2.87,3.38411050878515e-08
KI,D.eleginoides,2.87,1.64627306380397e-10
KI,D.mawsoni,2.87,4.35866018135798e-11
KI,E.antarctica,2.87,0.000208332876043848
KI,E.carlsbergi,2.87,7.16748913872333e-05
KI,G.braueri,2.87,0.000164971587060777
KI,G.fraseri,2.87,0.000778874061490379
KI,G.nicholsi,2.87,0.000115922697533385
KI,K.anderssoni,2.87,0.000329367813262767
KI,N.achirus,2.87,0.000157785382546103
KI,N.coatsi,2.87,7.21852436548382e-08
KI,P.antarcticum,2.87,0.000166960896173988
KI,P.bolini,2.87,0.000774738784005536
KI,P.gracilis,2.87,1.41134137438899e-08
KI,B.antarcticus,3.47,0.000152338496530772
KI,C.gunnari,3.47,1.02955019649005e-08
KI,C.microdon,3.47,0.000954681604198101
KI,C.piriei,3.47,2.97532436342238e-08
KI,D.eleginoides,3.47,1.44700758652819e-10
KI,D.mawsoni,3.47,3.83540384536916e-11
KI,E.antarctica,3.47,0.000171976230374913
KI,E.carlsbergi,3.47,5.98987903894708e-05
KI,G.braueri,3.47,0.000139438784002677
KI,G.fraseri,3.47,0.000841910081037214
KI,G.nicholsi,3.47,9.8204587984099e-05
KI,K.anderssoni,3.47,0.000254538359222547
KI,N.achirus,3.47,0.000135184876380341
KI,N.coatsi,3.47,6.34160748514144e-08
KI,P.antarcticum,3.47,0.000144495949309068
KI,P.bolini,3.47,0.000522503488514639
KI,P.gracilis,3.47,1.2431637783579e-08
KI,B.antarcticus,4.19,0.000126968823011891
KI,C.gunnari,4.19,9.00744114370653e-09
KI,C.microdon,4.19,0.00107766898937467
KI,C.piriei,4.19,2.61555620475804e-08
KI,D.eleginoides,4.19,1.27186957805612e-10
KI,D.mawsoni,4.19,3.37520431164811e-11
KI,E.antarctica,4.19,0.00014560207350914
KI,E.carlsbergi,4.19,5.0588696573816e-05
KI,G.braueri,4.19,0.000117657909722823
KI,G.fraseri,4.19,0.000763365315619376
KI,G.nicholsi,4.19,8.31780458837964e-05
KI,K.anderssoni,4.19,0.000182930809436001
KI,N.achirus,4.19,0.000115737982301713
KI,N.coatsi,4.19,5.57124419752372e-08
KI,P.antarcticum,4.19,0.000124976298894914
KI,P.bolini,4.19,0.000108845996201899
KI,P.gracilis,4.19,1.0950092691687e-08
KI,B.antarcticus,5.07,0.000105558975880779
KI,C.gunnari,5.07,7.883538505285e-09
KI,C.microdon,5.07,0.0016070814626817
KI,C.piriei,5.07,2.29894433846337e-08
KI,D.eleginoides,5.07,1.11793108576671e-10
KI,D.mawsoni,5.07,2.97042172632736e-11
KI,E.antarctica,5.07,0.000139652471748867
KI,E.carlsbergi,5.07,4.61171640446707e-05
KI,G.braueri,5.07,9.91538461680091e-05
KI,G.fraseri,5.07,0.000658229699588088
KI,G.nicholsi,5.07,7.05235970719951e-05
KI,K.anderssoni,5.07,3.22018541841205e-05
KI,N.achirus,5.07,9.92976937959652e-05
KI,N.coatsi,5.07,4.89443241761296e-08
KI,P.antarcticum,5.07,0.000108021323317026
KI,P.bolini,5.07,0
KI,P.gracilis,5.07,9.64486589242035e-09
KI,B.antarcticus,6.12,8.7532794423266e-05
KI,C.gunnari,6.12,6.90248077164165e-09
KI,C.microdon,6.12,0.000676017537888693
KI,C.piriei,6.12,2.02030122645036e-08
KI,D.eleginoides,6.12,9.82598454231926e-11
KI,D.mawsoni,6.12,2.61431796843681e-11
KI,E.antarctica,6.12,0.000160952391350424
KI,E.carlsbergi,6.12,5.8495104336833e-05
KI,G.braueri,6.12,8.37446889774216e-05
KI,G.fraseri,6.12,0.000557910076072678
KI,G.nicholsi,6.12,6.03650104345623e-05
KI,K.anderssoni,6.12,0
KI,N.achirus,6.12,8.70126784090521e-05
KI,N.coatsi,6.12,4.29974410986126e-08
KI,P.antarcticum,6.12,9.33004080617386e-05
KI,P.bolini,6.12,0
KI,P.gracilis,6.12,8.4947879137992e-09
KI,B.antarcticus,7.4,7.24484412195278e-05
KI,C.gunnari,7.4,6.04571496395731e-09
KI,C.microdon,7.4,0
KI,C.piriei,7.4,1.77510185069117e-08
KI,D.eleginoides,7.4,8.63642380202457e-11
KI,D.mawsoni,7.4,2.30103925981385e-11
KI,E.antarctica,7.4,0.000161799889651593
KI,E.carlsbergi,7.4,0.000113746760295519
KI,G.braueri,7.4,7.25896526665451e-05
KI,G.fraseri,7.4,0.000463745787512718
KI,G.nicholsi,7.4,5.48444239163353e-05
KI,K.anderssoni,7.4,0
KI,N.achirus,7.4,8.53652908163772e-05
KI,N.coatsi,7.4,3.77716388048804e-08
KI,P.antarcticum,7.4,8.05285239687247e-05
KI,P.bolini,7.4,0
KI,P.gracilis,7.4,7.48156759242541e-09
KI,B.antarcticus,8.94,6.0224070170882e-05
KI,C.gunnari,8.94,5.29709609324529e-09
KI,C.microdon,8.94,0
KI,C.piriei,8.94,1.55935237651597e-08
KI,D.eleginoides,8.94,7.5908373161721e-11
KI,D.mawsoni,8.94,2.02541186264257e-11
KI,E.antarctica,8.94,0.000137919544303554
KI,E.carlsbergi,8.94,0.000195212880709715
KI,G.braueri,8.94,7.28240266855354e-05
KI,G.fraseri,8.94,0.000226905903300709
KI,G.nicholsi,8.94,6.06737712880135e-05
KI,K.anderssoni,8.94,0
KI,N.achirus,8.94,0.00010207049832665
KI,N.coatsi,8.94,3.31790911203427e-08
KI,P.antarcticum,8.94,6.94740738538426e-05
KI,P.bolini,8.94,0
KI,P.gracilis,8.94,6.58893482161648e-09
KI,B.antarcticus,10.8,5.23771431640229e-05
KI,C.gunnari,10.8,4.64257724128588e-09
KI,C.microdon,10.8,0
KI,C.piriei,10.8,1.369512338155e-08
KI,D.eleginoides,10.8,6.67156182474141e-11
KI,D.mawsoni,10.8,1.78285389364515e-11
KI,E.antarctica,10.8,0.000111769814463604
KI,E.carlsbergi,10.8,6.71262015656637e-05
KI,G.braueri,10.8,9.9244271667635e-05
KI,G.fraseri,10.8,0
KI,G.nicholsi,10.8,7.13967272590066e-05
KI,K.anderssoni,10.8,0
KI,N.achirus,10.8,0.000110788611845029
KI,N.coatsi,10.8,2.91426766572405e-08
KI,P.antarcticum,10.8,6.00364191378962e-05
KI,P.bolini,10.8,0
KI,P.gracilis,10.8,5.80237797075245e-09
KI,B.antarcticus,13,5.64158798408327e-05
KI,C.gunnari,13,4.07064913481831e-09
KI,C.microdon,13,0
KI,C.piriei,13,1.20266583630728e-08
KI,D.eleginoides,13,5.86538950510306e-11
KI,D.mawsoni,13,1.56994635344659e-11
KI,E.antarctica,13,8.90002250485091e-05
KI,E.carlsbergi,13,0
KI,G.braueri,13,0.000125150453267063
KI,G.fraseri,13,0
KI,G.nicholsi,13,6.95287612454039e-05
KI,K.anderssoni,13,0
KI,N.achirus,13,0.000102961607980167
KI,N.coatsi,13,2.55958826960905e-08
KI,P.antarcticum,13,5.27170655090899e-05
KI,P.bolini,13,0
KI,P.gracilis,13,5.11124705971821e-09
KI,B.antarcticus,15.8,7.88227115915304e-05
KI,C.gunnari,15.8,3.57006823019081e-09
KI,C.microdon,15.8,0
KI,C.piriei,15.8,1.05588783047011e-08
KI,D.eleginoides,15.8,5.15662217155524e-11
KI,D.mawsoni,15.8,1.38258873382296e-11
KI,E.antarctica,15.8,6.97766311130592e-05
KI,E.carlsbergi,15.8,0
KI,G.braueri,15.8,0.000119572879316444
KI,G.fraseri,15.8,0
KI,G.nicholsi,15.8,6.20972847071803e-05
KI,K.anderssoni,15.8,0
KI,N.achirus,15.8,9.15800031806075e-05
KI,N.coatsi,15.8,2.24784015111287e-08
KI,P.antarcticum,15.8,5.05098628791395e-05
KI,P.bolini,15.8,0
KI,P.gracilis,15.8,4.50267808911275e-09
KI,B.antarcticus,19,8.63326620107775e-05
KI,C.gunnari,19,3.13164103740755e-09
KI,C.microdon,19,0
KI,C.piriei,19,9.26769151065263e-09
KI,D.eleginoides,19,4.53338934913666e-11
KI,D.mawsoni,19,1.21769567229225e-11
KI,E.antarctica,19,5.34508557231001e-05
KI,E.carlsbergi,19,0
KI,G.braueri,19,0.000101571783470167
KI,G.fraseri,19,0
KI,G.nicholsi,19,5.46016511734145e-05
KI,K.anderssoni,19,0
KI,N.achirus,19,8.0884424130165e-05
KI,N.coatsi,19,1.97384332756975e-08
KI,P.antarcticum,19,5.70935920906084e-05
KI,P.bolini,19,0
KI,P.gracilis,19,3.96858622255334e-09
KI,B.antarcticus,23,6.94716303229714e-05
KI,C.gunnari,23,2.74740300214324e-09
KI,C.microdon,23,0
KI,C.piriei,23,8.13191273679753e-09
KI,D.eleginoides,23,3.98529861665948e-11
KI,D.mawsoni,23,1.07256065446191e-11
KI,E.antarctica,23,3.92724238116772e-05
KI,E.carlsbergi,23,0
KI,G.braueri,23,8.16247618178484e-05
KI,G.fraseri,23,0
KI,G.nicholsi,23,4.80577057893496e-05
KI,K.anderssoni,23,0
KI,N.achirus,23,7.14817878611496e-05
KI,N.coatsi,23,1.73319208196358e-08
KI,P.antarcticum,23,6.02218445759635e-05
KI,P.bolini,23,0
KI,P.gracilis,23,3.51084636065639e-09
KI,B.antarcticus,27.8,4.66559331051762e-05
KI,C.gunnari,27.8,2.41046682204543e-09
KI,C.microdon,27.8,0
KI,C.piriei,27.8,7.1329393481092e-09
KI,D.eleginoides,27.8,3.50327276670896e-11
KI,D.mawsoni,27.8,9.44810135735365e-12
KI,E.antarctica,27.8,2.62862898691732e-05
KI,E.carlsbergi,27.8,0
KI,G.braueri,27.8,5.54485993837362e-05
KI,G.fraseri,27.8,0
KI,G.nicholsi,27.8,4.25164655476816e-05
KI,K.anderssoni,27.8,0
KI,N.achirus,27.8,6.33452149602127e-05
KI,N.coatsi,27.8,1.52289520064582e-08
KI,P.antarcticum,27.8,5.59626021907268e-05
KI,P.bolini,27.8,0
KI,P.gracilis,27.8,3.17890767355826e-09
KI,B.antarcticus,33.6,2.26644946869425e-05
KI,C.gunnari,33.6,2.11494117631464e-09
KI,C.microdon,33.6,0
KI,C.piriei,33.6,6.25442009864082e-09
KI,D.eleginoides,33.6,3.07935980941347e-11
KI,D.mawsoni,33.6,8.3236137090221e-12
KI,E.antarctica,33.6,7.96104399307997e-06
KI,E.carlsbergi,33.6,0
KI,G.braueri,33.6,0
KI,G.fraseri,33.6,0
KI,G.nicholsi,33.6,3.79229381825673e-05
KI,K.anderssoni,33.6,0
KI,N.achirus,33.6,5.63900684317797e-05
KI,N.coatsi,33.6,1.34565487374212e-08
KI,P.antarcticum,33.6,5.02096295935412e-05
KI,P.bolini,33.6,0
KI,P.gracilis,33.6,3.12842670728647e-09
KI,B.antarcticus,40.6,0
KI,C.gunnari,40.6,1.8561889195089e-09
KI,C.microdon,40.6,0
KI,C.piriei,40.6,5.48215122827264e-09
KI,D.eleginoides,40.6,2.70673983925981e-11
KI,D.mawsoni,40.6,7.33425644090927e-12
KI,E.antarctica,40.6,0
KI,E.carlsbergi,40.6,0
KI,G.braueri,40.6,0
KI,G.fraseri,40.6,0
KI,G.nicholsi,40.6,3.43140574977908e-05
KI,K.anderssoni,40.6,0
KI,N.achirus,40.6,5.06253950136956e-05
KI,N.coatsi,40.6,1.23292848453022e-08
KI,P.antarcticum,40.6,4.48312434439319e-05
KI,P.bolini,40.6,0
KI,P.gracilis,40.6,3.19585779674992e-09
KI,B.antarcticus,49,0
KI,C.gunnari,49,1.63281778136975e-09
KI,C.microdon,49,0
KI,C.piriei,49,4.80372205595549e-09
KI,D.eleginoides,49,2.37918390481583e-11
KI,D.mawsoni,49,6.4634083263336e-12
KI,E.antarctica,49,0
KI,E.carlsbergi,49,0
KI,G.braueri,49,0
KI,G.fraseri,49,0
KI,G.nicholsi,49,3.21609038354016e-05
KI,K.anderssoni,49,0
KI,N.achirus,49,4.64819611012407e-05
KI,N.coatsi,49,1.29515423491445e-08
KI,P.antarcticum,49,4.00855426086456e-05
KI,P.bolini,49,0
KI,P.gracilis,49,3.02392472538332e-09
KI,B.antarcticus,59.3,0
KI,C.gunnari,59.3,1.45874370284173e-09
KI,C.microdon,59.3,0
KI,C.piriei,59.3,4.20960745290976e-09
KI,D.eleginoides,59.3,2.09115093684963e-11
KI,D.mawsoni,59.3,5.69644591918903e-12
KI,E.antarctica,59.3,0
KI,E.carlsbergi,59.3,0
KI,G.braueri,59.3,0
KI,G.fraseri,59.3,0
KI,G.nicholsi,59.3,9.45849789983773e-06
KI,K.anderssoni,59.3,0
KI,N.achirus,59.3,8.29776427257505e-06
KI,N.coatsi,59.3,1.47486644748883e-08
KI,P.antarcticum,59.3,3.59499292896933e-05
KI,P.bolini,59.3,0
KI,P.gracilis,59.3,2.76502545038085e-09
KI,B.antarcticus,71.6,0
KI,C.gunnari,71.6,1.4011196633693e-09
KI,C.microdon,71.6,0
KI,C.piriei,71.6,3.7006025792024e-09
KI,D.eleginoides,71.6,1.83813194458257e-11
KI,D.mawsoni,71.6,5.02188607641324e-12
KI,E.antarctica,71.6,0
KI,E.carlsbergi,71.6,0
KI,G.braueri,71.6,0
KI,G.fraseri,71.6,0
KI,G.nicholsi,71.6,0
KI,K.anderssoni,71.6,0
KI,N.achirus,71.6,0
KI,N.coatsi,71.6,1.48103256724728e-08
KI,P.antarcticum,71.6,3.23759180073433e-05
KI,P.bolini,71.6,0
KI,P.gracilis,71.6,2.516764093515e-09
KI,B.antarcticus,86.5,0
KI,C.gunnari,86.5,1.4699490476971e-09
KI,C.microdon,86.5,0
KI,C.piriei,86.5,3.328080645673e-09
KI,D.eleginoides,86.5,1.61585435655438e-11
KI,D.mawsoni,86.5,4.42818363493958e-12
KI,E.antarctica,86.5,0
KI,E.carlsbergi,86.5,0
KI,G.braueri,86.5,0
KI,G.fraseri,86.5,0
KI,G.nicholsi,86.5,0
KI,K.anderssoni,86.5,0
KI,N.achirus,86.5,0
KI,N.coatsi,86.5,1.39539705334129e-08
KI,P.antarcticum,86.5,2.93307622658894e-05
KI,P.bolini,86.5,0
KI,P.gracilis,86.5,2.29512859444404e-09
KI,B.antarcticus,105,0
KI,C.gunnari,105,1.43632945342025e-09
KI,C.microdon,105,0
KI,C.piriei,105,3.32934413059779e-09
KI,D.eleginoides,105,1.42057482930128e-11
KI,D.mawsoni,105,3.90529920581638e-12
KI,E.antarctica,105,0
KI,E.carlsbergi,105,0
KI,G.braueri,105,0
KI,G.fraseri,105,0
KI,G.nicholsi,105,0
KI,K.anderssoni,105,0
KI,N.achirus,105,0
KI,N.coatsi,105,1.30377327610165e-08
KI,P.antarcticum,105,2.68149693627243e-05
KI,P.bolini,105,0
KI,P.gracilis,105,2.09994631100008e-09
KI,B.antarcticus,126,0
KI,C.gunnari,126,1.32178503127099e-09
KI,C.microdon,126,0
KI,C.piriei,126,3.79701709584714e-09
KI,D.eleginoides,126,1.24903872174491e-11
KI,D.mawsoni,126,3.4446504335013e-12
KI,E.antarctica,126,0
KI,E.carlsbergi,126,0
KI,G.braueri,126,0
KI,G.fraseri,126,0
KI,G.nicholsi,126,0
KI,K.anderssoni,126,0
KI,N.achirus,126,0
KI,N.coatsi,126,1.22475266056041e-08
KI,P.antarcticum,126,2.49078462370429e-05
KI,P.bolini,126,0
KI,P.gracilis,126,1.92896756396595e-09
KI,B.antarcticus,153,0
KI,C.gunnari,153,1.20204008627677e-09
KI,C.microdon,153,0
KI,C.piriei,153,3.91332055063958e-09
KI,D.eleginoides,153,1.09836681787487e-11
KI,D.mawsoni,153,3.03867538792011e-12
KI,E.antarctica,153,0
KI,E.carlsbergi,153,0
KI,G.braueri,153,0
KI,G.fraseri,153,0
KI,G.nicholsi,153,0
KI,K.anderssoni,153,0
KI,N.achirus,153,0
KI,N.coatsi,153,1.16172395597661e-08
KI,P.antarcticum,153,2.39673050823075e-05
KI,P.bolini,153,0
KI,P.gracilis,153,1.77998425049929e-09
KI,B.antarcticus,184,0
KI,C.gunnari,184,1.0937979232256e-09
KI,C.microdon,184,0
KI,C.piriei,184,3.6897498580298e-09
KI,D.eleginoides,184,9.65999442071729e-12
KI,D.mawsoni,184,2.68066412648266e-12
KI,E.antarctica,184,0
KI,E.carlsbergi,184,0
KI,G.braueri,184,0
KI,G.fraseri,184,0
KI,G.nicholsi,184,0
KI,K.anderssoni,184,0
KI,N.achirus,184,0
