name,time,sp,value
1,0,B.antarcticus,0.0397745256216322
1,1,B.antarcticus,0.0397753247174022
1,2,B.antarcticus,0.0397761401311235
1,3,B.antarcticus,0.0397769119023233
1,4,B.antarcticus,0.0397775904715678
1,5,B.antarcticus,0.0397781565511719
1,6,B.antarcticus,0.0397786138589503
1,7,B.antarcticus,0.0397789757486091
1,8,B.antarcticus,0.0397792576174366
1,9,B.antarcticus,0.0397794739580039
1,10,B.antarcticus,0.0397796374565946
1,11,B.antarcticus,0.0397797588682582
1,12,B.antarcticus,0.0397798471559581
1,13,B.antarcticus,0.0397799096972288
1,14,B.antarcticus,0.039779952494804
1,15,B.antarcticus,0.0397799803754412
1,16,B.antarcticus,0.0397799971733508
1,17,B.antarcticus,0.0397800058964772
1,18,B.antarcticus,0.0397800088742892
1,19,B.antarcticus,0.039780007886485
1,20,B.antarcticus,0.0397800042729418
1,21,B.antarcticus,0.039779999026036
1,22,B.antarcticus,0.0397799928669773
1,23,B.antarcticus,0.039779986308059
1,24,B.antarcticus,0.0397799797027776
1,25,B.antarcticus,0.0397799732856952
1,26,B.antarcticus,0.0397799672037652
1,27,B.antarcticus,0.0397799615406487
1,28,B.antarcticus,0.0397799563353508
1,29,B.antarcticus,0.0397799515963064
1,30,B.antarcticus,0.0397799473118658
1,31,B.antarcticus,0.0397799434579633
1,32,B.antarcticus,0.0397799400036113
1,33,B.antarcticus,0.039779936914736
1,34,B.antarcticus,0.0397799341567671
1,35,B.antarcticus,0.0397799316963062
1,36,B.antarcticus,0.0397799295021274
1,37,B.antarcticus,0.0397799275457041
1,38,B.antarcticus,0.0397799258014088
1,39,B.antarcticus,0.0397799242464975
1,40,B.antarcticus,0.039779922860958
1,41,B.antarcticus,0.039779921627281
1,42,B.antarcticus,0.0397799205301946
1,43,B.antarcticus,0.0397799195563897
1,44,B.antarcticus,0.039779918694254
1,45,B.antarcticus,0.0397799179336255
1,46,B.antarcticus,0.0397799172655723
1,47,B.antarcticus,0.0397799166821983
1,48,B.antarcticus,0.0397799161764781
1,49,B.antarcticus,0.0397799157421165
1,50,B.antarcticus,0.0397799153734326
1,0,C.gunnari,0.00555062526716987
1,1,C.gunnari,0.00555063681290473
1,2,C.gunnari,0.00555064937065115
1,3,C.gunnari,0.00555066282261461
1,4,C.gunnari,0.00555067698047642
1,5,C.gunnari,0.00555069162085429
1,6,C.gunnari,0.00555070651461368
1,7,C.gunnari,0.00555072144640519
1,8,C.gunnari,0.00555073622633742
1,9,C.gunnari,0.00555075069571563
1,10,C.gunnari,0.00555076472858289
1,11,C.gunnari,0.00555077823048088
1,12,C.gunnari,0.00555079113552317
1,13,C.gunnari,0.00555080340258901
1,14,C.gunnari,0.00555081501120932
1,15,C.gunnari,0.00555082595752686
1,16,C.gunnari,0.0055508362505668
1,17,C.gunnari,0.0055508459089451
1,18,C.gunnari,0.00555085495806575
1,19,C.gunnari,0.00555086342780679
1,20,C.gunnari,0.00555087135066376
1,21,C.gunnari,0.00555087876030171
1,22,C.gunnari,0.00555088569045967
1,23,C.gunnari,0.00555089217415053
1,24,C.gunnari,0.00555089824310244
1,25,C.gunnari,0.00555090392739291
1,26,C.gunnari,0.00555090925523312
1,27,C.gunnari,0.00555091425286668
1,28,C.gunnari,0.00555091894455267
1,29,C.gunnari,0.00555092335260912
1,30,C.gunnari,0.00555092749749741
1,31,C.gunnari,0.0055509313979329
1,32,C.gunnari,0.00555093507101017
1,33,C.gunnari,0.00555093853233453
1,34,C.gunnari,0.00555094179615363
1,35,C.gunnari,0.00555094487548494
1,36,C.gunnari,0.00555094778223634
1,37,C.gunnari,0.00555095052731809
1,38,C.gunnari,0.00555095312074542
1,39,C.gunnari,0.00555095557173133
1,40,C.gunnari,0.00555095788877
1,41,C.gunnari,0.00555096007971101
1,42,C.gunnari,0.00555096215182521
1,43,C.gunnari,0.0055509641118628
1,44,C.gunnari,0.00555096596610447
1,45,C.gunnari,0.00555096772040635
1,46,C.gunnari,0.00555096938023943
1,47,C.gunnari,0.00555097095072421
1,48,C.gunnari,0.00555097243666112
1,49,C.gunnari,0.0055509738425574
1,50,C.gunnari,0.00555097517265067
1,0,C.microdon,0.0257271508009886
1,1,C.microdon,0.0257275428516954
1,2,C.microdon,0.0257277938293039
1,3,C.microdon,0.0257279480818051
1,4,C.microdon,0.0257280369169834
1,5,C.microdon,0.0257280818316181
1,6,C.microdon,0.0257280978606939
1,7,C.microdon,0.0257280955728755
1,8,C.microdon,0.0257280823326138
1,9,C.microdon,0.0257280631834381
1,10,C.microdon,0.025728041495835
1,11,C.microdon,0.0257280194472005
1,12,C.microdon,0.025727998375895
1,13,C.microdon,0.0257279790402551
1,14,C.microdon,0.0257279618062831
1,15,C.microdon,0.0257279467822347
1,16,C.microdon,0.0257279339139693
1,17,C.microdon,0.0257279230515061
1,18,C.microdon,0.0257279139946103
1,19,C.microdon,0.0257279065232362
1,20,C.microdon,0.0257279004171518
1,21,C.microdon,0.0257278954679336
1,22,C.microdon,0.0257278914856685
1,23,C.microdon,0.0257278883020679
1,24,C.microdon,0.0257278857712163
1,25,C.microdon,0.0257278837688319
1,26,C.microdon,0.0257278821906498
1,27,C.microdon,0.0257278809503522
1,28,C.microdon,0.025727879977328
1,29,C.microdon,0.0257278792144462
1,30,C.microdon,0.0257278786159558
1,31,C.microdon,0.0257278781455746
1,32,C.microdon,0.0257278777747985
1,33,C.microdon,0.0257278774814341
1,34,C.microdon,0.0257278772483517
1,35,C.microdon,0.0257278770624381
1,36,C.microdon,0.0257278769137325
1,37,C.microdon,0.02572787679472
1,38,C.microdon,0.0257278766997631
1,39,C.microdon,0.0257278766246474
1,40,C.microdon,0.0257278765662253
1,41,C.microdon,0.0257278765221376
1,42,C.microdon,0.0257278764906002
1,43,C.microdon,0.0257278764702423
1,44,C.microdon,0.0257278764599856
1,45,C.microdon,0.025727876458955
1,46,C.microdon,0.0257278764664151
1,47,C.microdon,0.0257278764817245
1,48,C.microdon,0.0257278765043046
1,49,C.microdon,0.0257278765336193
1,50,C.microdon,0.025727876569162
1,0,C.piriei,0.00635466822128175
1,1,C.piriei,0.00635468959525133
1,2,C.piriei,0.00635471025215741
1,3,C.piriei,0.00635473003519712
1,4,C.piriei,0.00635474883880361
1,5,C.piriei,0.00635476658973069
1,6,C.piriei,0.00635478325693653
1,7,C.piriei,0.00635479884233113
1,8,C.piriei,0.00635481337049794
1,9,C.piriei,0.00635482688072251
1,10,C.piriei,0.00635483942119971
1,11,C.piriei,0.00635485104494426
1,12,C.piriei,0.00635486180696774
1,13,C.piriei,0.00635487176237258
1,14,C.piriei,0.00635488096509713
1,15,C.piriei,0.00635488946711624
1,16,C.piriei,0.00635489731795758
1,17,C.piriei,0.00635490456443495
1,18,C.piriei,0.00635491125053015
1,19,C.piriei,0.00635491741737586
1,20,C.piriei,0.00635492310330648
1,21,C.piriei,0.00635492834395393
1,22,C.piriei,0.00635493317237197
1,23,C.piriei,0.00635493761917753
1,24,C.piriei,0.00635494171270069
1,25,C.piriei,0.00635494547913726
1,26,C.piriei,0.0063549489426998
1,27,C.piriei,0.00635495212576405
1,28,C.piriei,0.00635495504900894
1,29,C.piriei,0.0063549577315487
1,30,C.piriei,0.00635496019105663
1,31,C.piriei,0.00635496244388007
1,32,C.piriei,0.00635496450514674
1,33,C.piriei,0.0063549663888625
1,34,C.piriei,0.00635496810800123
1,35,C.piriei,0.00635496967458686
1,36,C.piriei,0.00635497109976857
1,37,C.piriei,0.00635497239388925
1,38,C.piriei,0.00635497356654812
1,39,C.piriei,0.00635497462665781
1,40,C.piriei,0.00635497558249652
1,41,C.piriei,0.00635497644175565
1,42,C.piriei,0.00635497721158343
1,43,C.piriei,0.00635497789862483
1,44,C.piriei,0.00635497850905817
1,45,C.piriei,0.00635497904862879
1,46,C.piriei,0.00635497952267998
1,47,C.piriei,0.00635497993618145
1,48,C.piriei,0.00635498029375566
1,49,C.piriei,0.00635498059970207
1,50,C.piriei,0.00635498085801961
1,0,D.eleginoides,0.00343570879696531
1,1,D.eleginoides,0.00343571155454617
